gene_name,NC,NC1,NC2,A,A1,A2
FOLH1B,0,0,0.0170713,0,0,0.0172811
RP11-968O1.5,0.411007,0.389085,0.470789,1.7528,0.65707,0.938879
AC005614.5,10.6777,11.0832,10.6052,10.3695,11.6268,10.8964
AL162590.1,38.1169,36.9098,39.913,35.6362,35.2869,37.8555
RP11-3G21.1,0,0,0,0,0,0
CARTPT,0,0,0,0,0,0
AC004052.1,0,0,0,0,0,0
THBS4,0.454037,0.322189,0.454524,0.621601,0.410853,0.276788
PGAP1,5.19855,5.44803,5.14906,7.95003,7.87633,7.9578
PGAP3,4.00674,3.89203,3.78917,6.86854,6.43398,6.4569
RNU6-794P,0,0,0,0,0,0
RP11-713P14.1,0,0,0,0,0,0
RP11-527D7.1,0,0,0,0,0,0
RP4-737E23.2,0.40095,0,0.0866749,0.103612,0,0.173368
WLS,28.969,28.2377,31.1996,47.0141,47.5978,46.7614
MFAP5,11.347,11.108,10.2342,20.8362,24.135,23.6082
MFAP4,0.281557,0.209967,0.109469,1.71953,1.56162,1.31391
MFAP3,26.8534,33.2196,32.7672,39.3049,35.7787,38.9189
MFAP2,12.9692,10.4527,11.2639,8.88893,7.71723,7.25488
MFAP1,24.6039,22.758,23.5598,11.9131,13.3527,13.0903
AC074367.1,0,0.0947733,0,0.0752503,0.035101,0.0638664
IDSP1,0.16025,0.180726,0,0,0,0.184664
CTA-331F8.1,0,0.203583,0.210666,0.251832,0.229927,0
IGHV3-7,0,0,0,0,0,0
IGHV3-6,0,0,0,0,0,0
IGHV3-9,0,0,0,0,0,0
AC124944.5,0,0,0.0976374,0,0.0906136,0
RP3-466I7.1,0,0,0.106729,0.127698,0,0
RNU6-326P,0,0,0,0,0,0
AC124944.3,0,0,0,0,0.0790766,0
OFD1,8.1736,7.35979,7.91943,6.90593,7.18823,7.32788
HBS1L,43.8383,44.5288,45.147,31.5335,34.4813,36.028
BX072566.2,0,0,0,0,0,0
RBM4B,5.73204,8.05964,7.28304,9.9541,10.8926,11.1949
AC005281.1,0,0,0,0,0,0
WHSC1L1,44.002,44.5755,43.2679,24.5321,20.656,22.0091
RP11-6L6.2,0,0,0,0,0,0
MKNK2P1,0,0,0,0,0,0
GYPA,0.0998,0,0,0,0,0
GYPB,0.0998,0,0,0,0,0
GYPC,0.0813994,0.167783,0.168447,0.503904,0.495604,0.434349
RNU6-554P,0,0,0,0,0,0
FOXP1-IT1,0.00848444,0.0515724,0,0.132035,0.0190435,0.0346499
SNAP25,0,0,0,0,0,0
TSPY18P,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0
SNAP23,27.1508,24.2594,25.1296,18.5451,20.7517,21.8196
RP4-568F9.6,0,0,0.0125106,0.0297517,0,0.0253499
LITAF,220.842,168.591,179.808,142.355,158.415,148.116
SNAP29,12.0966,10.8235,11.29,10.6479,10.3134,9.12447
C11orf48,184.452,171.397,181.734,174.851,184.258,195.053
C11orf49,16.6769,16.9673,15.7632,15.6114,18.0476,18.6402
TOX2,0.0506117,0.0191733,0.0543319,0.0323357,0,0
C11orf40,0,0,0,0,0,0
C11orf42,0.0602816,0,0.0310102,0.147688,0,0.156571
C11orf44,0,0.0257195,0.00852344,0.10132,0.0759904,0.00864159
C11orf45,1.86893,2.11357,2.10141,3.53156,3.83672,3.48282
AL356458.1,0,0,0,0,0,0
TNFSF13,587.877,681.728,644.108,779.698,547.646,551.088
TNFSF12,587.877,681.728,644.108,779.698,547.646,551.088
TNFSF11,1.55868,1.19676,1.07913,2.81452,2.09077,2.43992
UQCRC2P1,0,0,0,0,0,0
AC010930.1,0,0,0,0,0,0
DIRAS3,0.0397122,0.0608751,0.0606892,0.191925,0.0449743,0.0819636
TNFSF14,0.0503122,0.051136,0.0735924,0.0453908,0.028343,0.0128904
QRSL1P2,0,0,0,0,0,0
QRSL1P3,0,0.104271,0.0260402,0.0929792,0,0
QRSL1P1,0,0,0,0,0,0
RP11-552I14.1,0,0,0,0,0,0
RN7SL511P,0,0,0,0,0,0
SFXN4,14.186,12.608,12.8588,7.94346,10.0473,7.83544
SFXN5,20.096,19.8767,22.2447,17.7009,18.7445,17.816
SFXN2,1.71644,2.37815,2.8233,1.60151,2.73077,1.75681
SFXN3,11.6326,10.4862,10.6635,17.8932,17.588,16.3649
SFXN1,24.5208,23.1922,26.399,43.1662,49.5439,45.6921
RP11-103J17.1,0,0,0,0,0,0
CCT8,114.845,106.168,115.562,95.3704,98.8633,99.7136
AC092104.5,0,0,0,0,0,0
AC092104.2,0,0,0,0,0,0
AC092104.3,0,0,0,0,0,0
AC092104.1,0,0,0,0,0,0
CCT2,83.6457,77.9596,84.3647,77.5379,84.8958,86.45
CCT3,91.4925,87.8403,92.8724,87.3062,98.138,94.1786
RP1-140K8.3,0,0,0,0,0,0
RP1-140K8.2,0,0,0,0,0,0
RP1-140K8.5,0.0164741,0.0124866,0.00413311,0.132613,0.138271,0.142586
CCT7,156.045,138.659,148.73,99.6391,112.537,115.45
CCT4,97.4877,87.0927,88.8271,71.415,71.6931,70.7775
CCT5,145.818,147.706,157.592,140.04,153.916,152.103
TRBV22-1,0,0,0,0,0,0
RNU6-213P,0,0,0,0,0,0
STAG3,0.747225,0.517386,0.791579,0.83309,0.6655,0.807749
RP11-566K11.4,1.19454,0.747735,0.974015,0.981737,0.7899,0.717933
RP11-566K11.5,31.7002,30.5229,29.4138,26.2598,28.1826,25.4104
RP11-566K11.7,45.5192,41.362,40.4463,75.2576,81.5128,78.4208
RP11-235E17.3,0,0.0844551,0.0856981,0.10236,0,0.171424
CTD-2552K11.2,0,0,0,0,0,0
STAG1,5.66444,5.80436,5.75965,4.4338,4.46629,4.81147
RP11-235E17.5,0,0.222668,0.461498,0,0,0.227774
CIDEC,0,0,0,0,0,0
RNU6-897P,0,0,0,0,0,0
AC132186.1,0,0.0207288,0,0.0122541,0,0.0104497
RP11-152P17.1,0,0,0,0,0,0
RP11-235E17.4,0.18319,0.0983144,0,0.957271,0.330129,0.499254
SWI5,19.0766,14.6409,14.5965,10.7955,14.5964,13.8921
RP11-229P13.22,0,0,0,0,0,0.323387
AF121898.1,0,0,0,0,0,0
AF121898.2,0,0,0,0,0,0
RPL23AP81,15.95,15.0244,17.3849,24.8897,23.3704,22.5861
RPL23AP80,0,0,0,0,0,0
RPL23AP83,0,0.113275,0,0,0,0
RPL23AP82,17.3753,13.8378,12.3798,9.26878,9.9281,9.32028
RP11-322D14.1,0,0.0353032,0,0,0,0
RP11-322D14.2,0,0,0,0,0,0
GZMAP1,0,0,0,0,0,0
AL359253.1,0,0,0,0,0,0
AC005288.1,0,0,0,0,0,0
CCL3L1,0,0,0,0,0,0
RP11-242O24.3,0,0,0,0,0,0.404122
RP11-242O24.5,0.227704,0,0,0.331617,0,0
RNU6-936P,0,0,0,0,0,0
AC005549.3,0,0,0,0,0,0
AC005549.2,0,0,0,0,0,0
AC005549.1,0,0,0,0,0,0
RP11-343B18.2,0,0,0,0,0,0
POM121L12,0,0,0,0,0,0
RP11-525E9.1,0,0,0,0,0,0
RN7SL464P,0,0,0,0,0,0
AC096775.2,0,0.125553,0,0,0,0
RN7SL361P,0,0,0,0,0,0
AC022154.7,1299.02,897.477,932.08,788.01,801.172,746.852
RP11-986G18.1,0,0,0,0,0,0
ASPG,0.937698,4.17423,3.24502,1.44862,1.6089,1.40887
ASPA,0.0054099,0.010944,0,0.242186,0.114587,0.138903
RP11-142A22.4,0,0,0,0,0.0341107,0.0310097
RP11-381G8.1,0,0,0,0,0,0
CIITA,0.315586,0.196216,0.171596,1.14244,0.80925,1.36707
ASPN,0.0278167,0.0380518,0.0252445,0.0167567,0,0.0807012
ASPH,50.2953,52.2294,50.5663,117.166,118.254,118.122
RP11-505K9.1,0.622632,0.381271,0.290928,0.231992,0.747118,0.387315
RP11-862G15.2,0,0.0245413,0,0,0.0272456,0
RP11-862G15.1,0,0,0,0,0,0
CTC-527H23.3,0,0,0,0,0,0.0913365
RP11-505K9.4,6.80187,6.68041,7.27267,4.28863,4.41084,4.50877
RP1-302D9.1,0,0,0,0,0,0
RP1-302D9.3,0,0,0,0,0,0
RP1-302D9.2,0,0,0,0,0,0
RP1-302D9.5,0,0,0,0,0,0
RP11-77O7.1,0,0.543626,0,0,0,0
RNU2-48P,0,0,0,0,0,0
IGHVIII-51-1,0,0,0,0,0,0
RP11-181E10.3,0,0.0226378,0.0451724,0.0806274,0.075358,0
FAM86B2,0.294701,0.240064,0.212605,0.079553,0.0940941,0.0523682
CTC-425O23.2,0.202277,0.183978,0.0918191,0.546293,0.178709,0.278548
RP11-100L22.4,0,0,0,0,0,0
RP11-197K3.1,0,0,0,0.0861645,0,0
UBE2V1,122.824,115.646,114.978,130.57,137.201,133.446
UBE2V2,55.9046,50.1431,53.5795,40.903,42.6248,43.0009
RP1-249F5.3,0,0,0,0,0,0
CMBL,4.59066,2.88585,3.18436,8.19795,8.70666,7.6285
ZNF880,14.7063,10.1516,12.3359,9.08363,9.92878,7.61123
ZNF883,0.828887,1.16706,1.1816,1.40544,1.54338,1.36748
RP11-393N4.1,0,0,0,0,0,0
ZNF888,70.6253,105.817,120.544,3.40025,48.4115,50.8065
SSTR1,0,0,0,0.00826654,0,0
CORT,6.78821,6.80033,6.93755,10.5346,9.15528,9.40727
SSTR2,9.19746,8.38766,8.17022,6.07707,5.35182,6.76438
SSTR5,0,0,0,0,0,0
SSTR4,0.0268243,0,0,0,0,0
RP11-231G15.1,0,0,0,0,0,0
RP11-231G15.3,0,0,0,0,0,0
RP11-231G15.2,0,0,0,0,0,0
RP11-1195F20.7,0,0.0291321,0,0,0,0
LDLRAP1,11.7172,12.7789,13.1732,18.4836,17.5353,17.9014
RP4-591L5.2,0,0,0,0,0,0
RP11-568A19.1,0,0,0,0,0,0
RP4-591L5.1,0,0,0,0,0,0
AC096669.3,0,0,0,0,0,0
RP11-349E4.1,0,0,0,0,0,0
RN7SL52P,0,0,0,0,0,0
RP11-399K21.5,0,0,0,0,0,0
RP11-502F1.2,0,0,0,0,0,0
FNTAL1,0,0.0312396,0,0,0,0
RNU6-1062P,0,0,0,0,0,0
RP11-950K24.2,0,0,0,0,0,0.0274535
LRRC4,0.600615,1.27965,1.34452,10.1926,10.4933,9.57316
RP1-321E8.4,0,0,0,0,0,0
RP5-1092A3.4,0.552185,0.330951,0.280282,0.333368,0.458813,0.600909
RP5-1092A3.5,197.734,169.237,171.04,145.96,169.393,157.402
LRRC6,0.336111,0.574295,0.372617,1.19745,0.641642,0.43852
RN7SL843P,0,0,0,0,0,0
RNU1-149P,0.30844,0.305776,0.562509,0.970674,0.689517,0.526438
LRRC7,0.0652067,0.0472428,0.0638792,0.141827,0.140541,0.141922
RP11-163O19.1,0,0,0,0,0,0
AC021146.1,0,0,0,0,0,0
OR6C69P,0,0,0,0,0,0
BUD31,81.9543,68.9682,71.9386,37.1469,37.2419,37.1998
RP11-179G8.1,0,0,0,0,0,0
WNK4,66.3731,56.3745,55.1552,46.1248,48.4083,48.0609
AP000580.1,15.7987,18.8368,15.1633,19.7146,20.3094,18.5771
RP11-356M17.1,0,0,0,0,0,0
ATG3P1,0,0,0,0,0,0
TNIP2,14.7801,12.6849,13.6839,8.29648,9.10128,8.90346
RN7SL256P,0,0,0,0,0,0
AF235103.1,0,0,0,0,0,0
LCE4A,0,0,0,0,0,0
AC007652.1,0,0,0,0,0,0
TNIP1,93.9109,89.8569,91.4267,60.7246,67.0107,68.247
MIR548AW,0,0,0,0,0,0
RPS23P10,0,0,0,0,0,0
RP11-478K7.2,0,0,0,0,0,0
RP11-395B20.2,0,0,0,0,0,0
RP11-215A19.2,0,0,0,0,0,0
MIR31,17.6976,22.6247,17.8479,13.1637,13.7878,11.1371
MIR32,0,0,0,0,0,0
ARSK,5.08347,3.2419,3.01173,3.73935,4.08798,3.74177
RP1-181J22.1,0,0,0,0.270004,0,0
SULF2,37.9568,36.1685,43.6962,110.423,94.2066,102.105
RNU6-290P,0,0,0,0,0,0
OR5BC1P,0,0,0,0,0,0
RP11-394D2.1,0,0,0,0,0,0
FOCAD,11.3759,10.1567,9.82477,8.79673,8.87146,8.73159
LBP,0,0,0,0,0,0
LBR,17.7024,17.1926,17.9064,8.28526,7.97834,7.83243
AC004383.3,0,0.137631,0.370201,0.410265,0,0.208593
ATP5J2-PTCD1,388.962,266.043,277.064,365.561,388.205,342.676
GPR124,0.151749,0.164228,0.0677966,0.0247966,0.0174446,0
RP11-94C24.11,0,0,0,0,0,0
RP11-740C1.2,0,0,0,0,0,0
MIR548AM,0,0,0,0,0,0
CR753309.2,0,0,0,0,0,0
RPE65,0,0,0,0,0,0
LBH,4.76283,3.19094,4.10449,1.57515,1.10157,0.901106
U91319.1,0,0,0,0,0.05866,0
MIR548AK,0,0,0,0,0,0
IMP3,25.071,24.9226,27.1622,26.8252,32.9415,31.2222
RP11-468N14.13,0,0,0,0,0,0
MIR548AH,0,0,0,0,0,0
IMP4,48.4857,39.9899,40.8213,19.0132,17.152,19.3427
MORN4,9.42199,8.76796,8.32037,5.01618,4.19518,4.19113
POU5F1P2,0,0,0,0,0,0
POU5F1P3,0,0.0333215,0.0667034,0.0794329,0,0.0336646
ACTA2-AS1,0.557526,0.40312,0.539655,0.107256,0.0141911,0.181198
ACIN1,23.0618,26.4565,25.1884,25.8818,27.2488,27.2596
ATP1B2,0,0,0.012025,0.0229912,0.0267962,0.01219
POU5F1P7,0,0,0,0,0,0
POU5F1P4,0.0795989,0.13231,0.033114,0.0788697,0,0
ATP1B1,62.9418,79.9176,85.4774,123.639,124.437,116.385
BX255923.3,0,0,0,0,0,0
ATP6V1B1,0,0,0.116169,0.157439,0.364848,0.0861682
RP11-63K6.1,0,0.267746,0,0.192793,0.0597239,0
MEP1AP4,0,0,0,0,0,0
LA16c-23H5.4,0,0,0,0,0,0
RNU6-1157P,0,0,0,0,0,0
PLD2,10.9886,9.6706,10.2716,10.4638,10.9198,11.2083
MIR548AB,0,0,0,0,0,0
TSEN15,39.765,36.2602,39.8986,11.6264,12.7826,12.3862
MORN2,8.36137,7.76238,8.40406,12.7034,13.9674,15.1795
AL844853.2,0,0,0,0,0,0
RP11-286H14.8,0.0852294,0.273272,0,0.332136,0.611707,0.185039
SNX3,75.9081,79.4229,84.5534,93.9711,93.624,91.823
SNX2,25.512,25.0283,27.1549,31.3165,32.0848,30.7257
SNX1,25.9199,26.9717,29.1954,29.5701,29.4884,29.0629
SNX7,11.7591,12.8629,12.3015,7.49359,7.81946,7.40086
SNX6,88.6863,83.7321,86.5258,57.6813,68.3181,66.1359
SNX5,99.493,91.6816,86.6723,56.9236,55.0358,57.6354
SNX4,10.4707,9.80038,10.6471,14.631,15.9505,14.8717
RP11-430A19.2,0,0,0,0,0,0
RP11-638L3.1,0,0.0102951,0.0102401,0,0,0
RPL27A,1358.89,1022.81,1095.13,1083.88,1016.05,955.377
SNX8,4.86139,3.24536,4.22746,2.4127,3.54387,2.86132
AC084117.3,0.706886,0.872876,0.912843,0.543492,0.4972,0
MIR3618,8.53066,8.8096,9.19216,8.13927,8.74636,9.30797
LCE1D,0,0.135982,0,0,0,0
MIR3613,0,0,0,0,0,0
MIR3612,0,0,0,0,0,0
MIR3611,0,0,0,0,0,0
MIR3610,42.0904,43.4223,44.1433,36.31,36.7727,38.494
MIR3617,0,0,0,0,0,0
TRAV9-1,0,0,0,0,0,0
TRAV9-2,0,0,0,0,0,0
MIR3614,43.0569,47.1584,46.6142,21.6147,26.7633,27.0737
TPM4P1,0,0,0,0,0,0
AC034243.1,0.22123,0,0,0,0,0
RP11-362I1.1,0,0,0,0,0,0
MIR3160-1,0,0,0,0,0,0
RP11-693I21.1,0,0,0,0,0,0
TIMELESS,3.40572,3.04277,3.74977,4.80662,5.12932,5.58479
CTD-3065J16.9,0.346743,0.492652,0.273509,0.195333,0.212775,0.248725
RP4-764D2.1,0,0,0,0,0,0
RP11-117D22.1,0,0,0,0,0,0
RP11-117D22.2,0,0,0,0,0,0
RP11-286H14.2,0,0,0,0,0,0
PHKG2,28.4893,30.4928,29.2328,24.6669,23.886,26.0694
NRTN,0.0937188,0.225092,0.1287,0,0,0.0324836
CRYZP1,0.114149,0.0786967,0.0394512,0.281989,0.218828,0.0795825
ORAI2,1.571,1.79538,1.31056,2.41036,1.56802,1.77313
IPO7P2,0,0,0,0,0,0
SNORA70B,0,0,0,0,0,0
ORAI1,8.18817,7.41291,7.77711,4.0076,3.38668,4.10578
SNORA70D,0,0,0,0,0,0
SNORA70E,0,0,0,0,0,0
SNORA70F,0,0,0,0,0,0
SNORA70G,0,0,0,0,0,0
MIR548A2,0,0,0,0,0,0
FRA10AC1,13.8423,15.7471,16.4586,9.77049,9.69373,10.27
MIR5705,0,0,0,0,0,0
MIR548A3,0,0,0,0,0,0
DLAT,11.6638,12.9331,13.3855,17.5773,17.6384,17.311
CTD-3051D23.3,0,0,0,0,0,0
C12orf29,18.0581,20.8926,24.6053,11.66,12.3871,12.9373
RP11-718M20.5,0,0,0,0,0,0
C12orf23,17.9911,16.3835,15.6408,17.2248,18.7325,18.2017
AC092364.3,0,0,0,0,0,0
MEAF6P1,0,0,0,0,0,0
RNU6-842P,0,0,0,0,0,0
RP11-486E2.1,0,0,0,0,0,0
CTD-2293H3.1,0,0,0,0.0677374,0.0632496,0.0287559
RPL17P49,0,0,0,0,0,0
RPL17P46,0,0,0,0,0,0
RPL17P44,0,0,0,0,0,0
RPL17P45,0,0,0,0,0,0
RPL17P42,70.8331,67.5255,67.1144,70.1238,71.7685,73.4271
RPL17P43,0,0,0,0,0,0
RPL17P40,0,0,0,0.181753,0,0
RPL17P41,0,0,0,0,0,0
CTD-3253I12.1,0,0.0673066,0,0,0,0
RP11-346D19.1,0,0,0,0,0,0
RRP1,13.0281,15.7707,17.8717,9.16607,12.3561,10.6688
PCCA-AS1,0.190812,0,0,0,0,0
DOCK8,0.0954845,0.106475,0.400676,0.19439,0.411001,0.261705
FABP6,0.822854,0.194159,0.394524,0.666035,1.01429,0.585911
RP11-365D9.1,0,0,0,0,0,0
RP11-75C23.1,0,0,0,0,0,0
PGAM5,23.1623,20.7182,21.0157,19.1853,19.4653,19.6856
FABP2,0,0,0,0,0,0
FABP3,0.943718,0.85686,0.993544,1.2582,1.0718086,1.427539
FANCD2,5.22541,4.88295,3.79509,4.22953,4.69139,5.34345
PGAM1,148.813,154.679,154.021,344.637,365.135,359.854
GABRA5,0,0,0,0,0,0
RP11-465K1.2,0,0.063709,0.385769,0.230209,0.213238,0.064564
GABRA6,0,0,0,0,0,0
GABRA1,0,0,0,0,0,0
AKR1C1,47.1275,39.6998,43.5664,114.968,138.105,117.382
AKR1C2,88.7229,71.3462,83.585,186.442,197.28,188.866
AKR1C3,27.9446,21.7315,22.2125,65.4805,69.0106,65.3191
IGLV3-10,0,0,0,0,0,0
IGLV3-13,0,0,0,0,0,0
IGLV3-12,0,0,0,0,0,0
IGLV3-15,0,0,0,0,0,0
IGLV3-17,0,0,0,0,0,0
IGLV3-16,0,0,0,0,0,0
IGLV3-19,0,0,0,0,0,0
RNU6-1223P,0,0,0,0,0,0
RP11-322E11.1,0,0,0,0,0,0
RP11-316M1.12,48.1238,42.9971,43.1585,39.8705,37.3184,34.3461
RP11-322E11.5,42.7221,51.2017,54.6797,24.247,31.4831,30.5415
RP11-322E11.6,42.7221,51.2017,54.6797,24.247,31.4831,30.5415
DOCK3,0.322329,0.483384,0.433598,0.130037,0.151636,0.195126
RP11-108B14.4,0,0,0,0,0,0
RP11-108B14.5,0,0,0.00986834,0,0,0
RP11-108B14.1,0,0,0,0,0,0
RP11-447M4.1,0,0,0,0,0,0
GRIA1,0.147867,0,0,0.102017,0.034746,0.0626219
SEPW1,152.012,128.53,126.391,196.602,201.803,193.865
RN7SL113P,0.273545,0.32792,0,0.814885,0.372668,0.335983
ZNF75D,1.99219,2.18893,2.22889,2.11905,2.04395,1.76011
DOCK7,10.0213,9.70233,9.48759,9.09678,8.33414,8.74508
DOCK4,5.01766,4.92159,4.78393,3.52443,3.50269,5.06989
EP300,10.062,12.2982,10.752,10.2051,9.3596800000000009,9.20967
NCS1,25.7135,22.5383,21.8226,30.2536,30.9083,31.4527
TBC1D3,5.18548,5.72599,4.51186,5.58924,5.27957,4.81795
HHATL-AS1,0,0,0,0,0,0
NPY5R,0,0,0,0,0,0
U6atac,0,0,0,0,0,0
CTD-2054N24.1,0,0,0,0,0,0
CTD-2054N24.2,0.247226,0.165784,0,0.129031,0.573747,0.272067
RP11-351O2.2,0,0,0,0,0,0
RP11-351O2.1,0,0,0,0,0,0
SMEK1,31.4101,36.0756,35.9239,21.0214,23.6601,22.7646
SMEK2,27.5901,28.1361,29.0114,19.0007,18.5874,19.5172
NEU4,0,0.100645,0,0.020054,0.0941265,0.332935
IGKV1OR2-11,0,0,0,0,0,0
AC002472.13,0,0,0,0,0.0090985,0
NEU1,15.3763,13.9949,15.9092,22.1128,23.4153,21.447
NEU2,0,0,0.0309762,0,0,0
NEU3,4.75537,6.56286,4.65743,4.70921,5.01694,4.06672
HMGB3P14,0.214537,0.227082,0,0.183091,0.169139,0.0767688
CDY23P,0,0,0,0,0,0
hsa-mir-466,0,0,0,0,0,0
KB-1517D11.2,0,0,0,0,0.087368,0
HMGB3P16,0,0,0,0,0,0
ERICH1-AS1,0,0,0,0,0,0
MIR2467,0,0,0,0,0,0
HMGB3P17,0,0,0,0,0,0
DLG1-AS1,0.55031,0.466857,0.540811,0.390637,0.343857,0.293205
OPRL1,0.278634,0.214491,0.193847,0.27654,0.205192,0.22254
RP11-473O4.3,0,0,0,0.105877,0,0
RP11-556I14.1,0,0,0,0.217177,0.200057,0
RP11-556I14.2,0,0,0,0,0.0903555,0
RN7SL398P,0,0,0,0,0,0
RP11-477G18.1,0,0,0,0,0,0
AC112220.2,0,0,0,0,0,0
RP11-473O4.1,0,0,0,0.0979156,0,0
AC006988.1,0,0,0,0,0,0
RP11-157D23.1,0,0,0,0,0,0
MED10,34.5812,36.0049,37.0224,16.3821,17.7905,19.2153
MED11,10.3353,8.4736,9.77713,11.8687,13.1346,11.0725
MED12,5.08428,4.90049,5.52762,4.59768,3.9839,4.7763
MED13,15.1168,16.7255,16.5798,9.71576,10.163,9.91848
MED14,11.6085,11.2563,11.0118,12.5406,12.4683,12.5843
MED15,41.8054,39.7197,38.9792,26.3021,24.3796,25.656
MED16,8.53897,6.84468,6.82564,9.66848,9.15278,8.09272
MED17,15.5285,12.7355,16.7625,16.7997,13.9249,17.2149
MED18,11.5104,13.1168,13.9009,7.36427,10.2532,10.1502
MED19,13.5098,11.3907,12.7703,7.54853,8.02187,8.904
AC021021.1,0,0,0,0,0,0
AL136531.1,0.0504083,0.0515722,0.0257594,0.0921267,0.0858929,0.0520733
PBX2P1,0.0715475,0.0582432,0.0434995,0.0689748,0.0484351,0.0293703
AC097506.1,0,0,0,0,0,0
ARSDP1,0,0.0568747,0.123218,0.157397,0.0319027,0.0962646
HNRNPA1P37,0,0,0,0,0,0
MORF4L1P1,0.481674,0.918982,0.537452,0.548771,1.10719,0.774063
RNU6-946P,0,0,0,0,0,0
MORF4L1P4,0,0.0378341,0,0,0.126224,0.0764786
MORF4L1P5,0,0,0,0,0,0
CTB-119C2.1,0.0935537,0.167611,0.0956189,0.170683,0.159539,0.193365
MORF4L1P7,0,0,0,0,0,0
RNU6-1212P,0,0,0,0,0,0
COPS8P2,0,0,0,0,0,0
BX276092.3,0,0,0,0,0,0
RN7SL525P,0,0,0,0,0,0
RP11-510N19.3,0,0,0,0,0,0
BAI1,0.0896241,0.126582,0.0657247,0.0733435,0,0.0101105
BAI2,0.87144,1.00135,0.863822,1.00197,0.937596,0.627372
BAI3,0,0,0,0,0,0
RP11-621L6.2,0,0,0,0.100237,0.0925246,0
RP11-621L6.3,0,0,0,0,0,0
AC112504.1,0,0,0,0,0,0
RNU6-178P,0,0,0,0,0,0
TLX1,0.998573,0.488783,0.842861,0.664195,1.32982,0.710635
CTD-2034I21.2,0.0968344,0.0562876,0.168133,0.233267,0.23403,0.184489
TLX3,0.131608,0.0224355,0.0223894,0,0,0
AC007316.3,0,0,0,0,0,0
RBMY2KP,0,0,0,0,0,0
ADH1C,0.018408,0.0563498,0.0187261,0.0445528,0.0981954,0.0189511
ADH1B,0,0,0,0,0.0218938,0
ADH1A,0.927965,0.310662,0.599158,0.357722,0.329009,0.099483
MUSK,0.022177,0.0112585,0,0.0133179,0,0
KIAA1257,0.257616,0.131041,0.145199,0.0397448,0.0940301,0.127335
MLEC,26.4149,19.2219,26.711,27.1501,27.1984,31.6609
BX088651.2,0,0,0,0,0,0
LL09NC01-139C3.1,0,0,0,0,0.0911342,0.165425
RP11-809H16.2,1.62263,1.75371,1.51925,1.56704,1.58467,1.74937
RP11-809H16.3,0,0,0,0,0,0
RP11-809H16.4,0,0,0,0,0,0
RP11-809H16.5,0.018589,0,0,0,0.0634744,0
SLC30A5,16.3573,15.6159,16.5991,14.4531,11.7908,14.19
SLC30A4,1.32584,1.67556,1.78348,0.96544,1.00126,1.04327
SLC30A7,16.3844,15.6286,15.7991,11.4225,10.8367,11.7944
SLC30A6,12.6052,12.4726,12.8558,12.2881,11.9456,11.553
SLC30A1,21.2698,25.3667,25.3975,21.4767,22.3661,23.8772
RP11-482M8.1,0.0804166,0,0.129075,0.10393,0.141549,0.128305
SLC30A3,0.0541382,0,0,0,0,0.0141075
SLC30A2,0.0123472,0.0125474,0.0249769,0,0.013909,0
EIF5AL1,0.101323,0.189509,0.164828,0.111958,0.166212,0.103463
MT1HL1,0,0,0,0,0,0
AL080276.1,0,0,0,0,0,0
EML2,57.4663,53.4065,50.5037,41.7465,40.5015,40.543
EML3,52.8528,58.2244,64.9001,52.1822,56.1051,57.3751
EML1,1.0884,0.627126,0.744503,0.513781,0.42493,0.46017
EML6,0.439093,0.373219,0.345577,0.384005,0.857662,0.469431
RP11-464C19.3,1.05191,0.52148,1.21633,0.182234,0.414188,0.376001
RP11-464C19.2,0,0,0,0,0,0
RP11-419J16.1,0,0,0,0,0,0
AL049831.1,0,0,0,0,0,0
HLA-DPB2,0,0,0,0,0.0327983,0
CENPE,1.22771,1.77512,1.84095,2.16818,2.59039,2.96736
RP11-188D8.1,0.0761124,0.0808244,0.163871,0.195831,0,0.0820077
CAMK2A,0.0055251,0.0213594,0.0395994,0.0131969,0.0251782,0.0212245
RN7SKP291,0,0,0,0,0,0
RN7SKP293,0,0,0,0,0,0
RN7SKP292,0,0.274575,0,0,0,0
RN7SKP295,0,0,0,0,0,0
RARRES2P4,0,0,0,0,0,0
RN7SKP297,0,0,0,0,0,0
RN7SKP296,0,0.909403,0,0.283085,0,0
KAAG1,0,0.0737511,0.0245475,0,0,0.0248167
AC004017.1,0.292309,0.168293,0.17565,0.472655,0.32965,1.70481
RP11-576D8.4,0,0,0,0,0,0
RSPO3,0.0113422,0,0,0,0,0
RSPO2,0,0,0,0,0,0
RSPO1,0,0,0,0,0.0228678,0
CNN1,0.0583121,0,0.0616308,0,0,0
RP11-419C19.3,0,0,0,0,0,0
CNN3,37.1091,44.9424,41.9069,74.8598,74.54,72.9994
RN7SL756P,0,0,0,0,0,0
RP11-410B16.1,0,0,0,0,0,0
RP11-168K11.2,0,0,0,0,0,0
RP11-168K11.3,0,0,0,0,0,0
HBP1,16.381,14.3259,14.3411,21.0238,17.7944,18.6298
FAM83H,31.6799,34.5156,36.0502,26.6688,27.295,28.5174
RBMY2GP,0,0,0,0,0,0
CHAC2,4.1697,3.71072,5.48702,2.40636,2.7373,3.35508
CHAC1,64.0702,73.132,64.8553,1.37899,1.70947,7.08362
IGKV3D-15,0,0,0,0,0,0
RP11-452N4.1,0,0,0,0,0,0
RN7SL749P,0,0,0,0.445658,0,0
